symbol,LK01,LK02,LK03,LK04_treated,LK05_treated,LK06_treated,log2FoldChange,pvalue,padj,qval
C77080,3301.212054,2201.568845,2724.210122,2123.343923,2103.386712,2499.805517,-0.290639771,0.017167229,0.089982271,0.117432705
Gm12976,0,0,1.2243641,0,0,0,-1.027260661,0.635967228,NA,0.900207676
Sync,15.76046886,10.3299418,19.5898256,8.601508947,16.543491,19.58372986,-0.028492564,0.948542594,0.979314596,1
Rbbp4,2159.184234,2146.045408,1968.777472,1790.342648,1806.785552,1868.518225,-0.198883886,0.036822154,0.154449462,0.199251232
Zbtb8os,454.6289094,498.4196917,544.8420244,507.4890279,446.6742569,445.8178502,-0.098248113,0.296624185,0.579401702,0.679741908
Zbtb8a,29.0962502,37.44603901,25.7116461,20.88937887,42.54040542,20.73571396,-0.127980347,0.679658097,0.853109381,0.913558521
Zbtb8b,0,2.582485449,1.2243641,0,0,0,-2.513432256,0.104412634,NA,0.388744216
Bsdc1,1334.790478,1308.02888,1443.525274,1140.314329,1290.392298,1179.631728,-0.178697572,0.03979157,0.163639666,0.210534399
Fam229a,0,0,0,1.228786992,2.363355857,0,2.384306917,0.230274193,NA,0.601619469
Marcksl1,140.631876,269.8697294,248.5459123,916.6750963,1198.221419,1339.757519,2.392103412,1.56E-41,9.09E-38,1.22E-37
Hdac1,435.2314093,460.9736527,644.0155165,433.7618083,537.6634574,493.0491987,-0.072692724,0.587086373,0.800881098,0.880201745
Lck,13.33578134,28.40733994,13.4680051,9.830295939,11.81677928,31.10357095,-0.049502772,0.909409234,0.966539111,1
Mir8119,0,0,0,2.457573985,0,0,1.825591858,0.47605153,NA,0.816983698
Fam167b,38.79500027,68.4358644,91.82730748,72.49843255,111.0777253,135.9341249,0.685808883,0.010209632,0.061345682,0.080534595
Eif3i,1312.96829,1583.06358,1625.955524,1610.939747,1500.730969,1400.812677,-0.003066435,0.971537779,0.988072665,1
Tmem234,1382.071885,1555.947483,1258.646295,1538.441314,1412.105124,1422.700375,0.059795239,0.448341243,0.707664945,0.797732813
Dcdc2b,162.4540636,207.8900787,142.0262356,190.4619838,127.6212163,150.9099183,-0.127191081,0.439745121,0.701189258,0.791466741
Iqcc,141.8442197,153.6578842,102.8465844,147.4544391,125.2578604,102.5265857,-0.087071317,0.611859761,0.814145169,0.889668594
Ccdc28b,80.01468806,55.52343716,58.76947679,65.1257106,60.26557435,74.8789671,0.042193913,0.855201981,0.943516314,0.976354908
Txlna,450.9918782,429.9838273,479.9507271,490.28601,499.8497637,517.240865,0.147305814,0.230329007,0.503698564,0.601619469
Kpna6,937.1417253,781.2018484,793.3879367,673.3752718,855.5348201,691.1904655,-0.178316226,0.082537145,0.268369006,0.336190293
Tmem39b,120.0220321,132.9980006,127.3338664,148.6832261,111.0777253,147.453966,0.098729976,0.614573129,0.81579966,0.890968173
Khdrbs1,631.6310982,586.224197,598.7140448,616.8510702,642.832793,565.6241976,0.00602965,0.941021656,0.976362133,1
Ptp4a2,2865.980645,2829.11281,3108.660449,3107.602304,2945.923075,3174.868205,0.067850581,0.242727691,0.518022931,0.616811721
Gm12966,61.82953168,50.35846626,58.76947679,34.40603579,47.26711713,39.16745971,-0.500839528,0.051475993,0.196000124,0.250585444
Adgrb2,2.424687517,1.291242725,0,2.457573985,0,0,-0.63433471,0.692290391,NA,0.918004756
Gm12963,1.212343759,2.582485449,4.897456399,2.457573985,1.181677928,1.151984109,-0.870259039,0.398814388,NA,0.764754776
Col16a1,21.82218765,33.57231084,17.1410974,44.23633173,40.17704956,46.07936437,0.856052567,0.00120727,0.011677191,0.01556311
Pef1,1116.568602,1184.069578,1171.716443,1291.455129,1224.218334,1060.977365,0.042318428,0.631543032,0.826443255,0.897976451
Tinagl1,139.4195322,225.9674768,370.9823222,181.8604749,255.2424325,343.2912645,0.08475663,0.733128776,0.881259577,0.930943877
Serinc2,475.2387533,552.6518861,244.87282,420.2451514,427.7674101,317.9476141,-0.126226032,0.613450306,0.815053255,0.890539165
Gm10570,0,0,0,0,1.181677928,0,0.896328112,0.685487439,NA,0.916107669
Fabp3,3.637031276,3.873728174,3.673092299,2.457573985,1.181677928,2.303968218,-0.913353795,0.300931097,0.583827741,0.684233852
Zcchc17,303.0859396,423.5276137,345.2706761,342.8315709,337.9598875,290.2999955,-0.141678537,0.298210029,0.580941493,0.681314512
Snrnp40,175.789845,175.6090105,167.7378817,153.5983741,183.1600789,168.1896799,-0.038886081,0.768200023,0.900102216,0.94438037
Nkain1,0,0,2.4487282,0,2.363355857,1.151984109,0.519102155,0.706348394,NA,0.921919638
Pum1,1333.578134,1016.208024,1093.357141,872.4387646,1002.062883,1104.752761,-0.20874267,0.073003838,0.247060506,0.311236717
Gm12971,1.212343759,0,0,2.457573985,0,1.151984109,1.426222213,0.470788001,NA,0.813752786
Gm24091,2.424687517,7.747456348,6.121820499,1.228786992,2.363355857,0,-2.185248294,0.144306221,NA,0.46906953
Gm23711,0,0,0,1.228786992,2.363355857,0,2.386689025,0.348169123,NA,0.725761638
Sdc3,587.9867229,1246.049229,1272.1143,2385.075552,3828.636488,3656.397562,1.668184007,2.46E-11,1.66E-09,2.23E-09
Gm26716,92.13812565,192.395166,161.6160612,331.7724879,434.8574776,479.2253894,1.483689583,8.81E-10,4.52E-08,6.05E-08
Laptm5,255.804533,575.8942552,636.6693319,1070.27347,1809.148908,1711.848386,1.645121576,6.64E-10,3.50E-08,4.68E-08
Ptpru,3.637031276,7.747456348,12.243641,6.143934962,5.908389642,10.36785698,-0.068557097,0.902632564,0.964012462,0.998394198
Mecr,636.4804732,615.9227796,631.7718755,570.1571645,530.5733898,484.98531,-0.250079086,0.003079136,0.024881871,0.033042854
Srsf4,592.8360979,596.5541388,564.43185,620.5374312,556.5703042,599.0317368,0.018159807,0.854536459,0.943065376,0.975961781
A930004J17Rik,40.00734403,29.69858267,12.243641,28.26210083,22.45188064,23.03968218,-0.15351188,0.699139305,0.864461573,0.919862437
Gm12992,443.7178156,499.7109344,461.5852656,513.6329628,445.492579,457.3376913,0.011707903,0.910537943,0.967010138,1
Gm12978,0,0,0,2.457573985,1.181677928,2.303968218,3.114905183,0.059098023,NA,0.273468059
Gm50475,2.424687517,1.291242725,4.897456399,3.686360977,2.363355857,2.303968218,-0.060569194,0.945167259,0.978509235,1
Tmem200b,23.03453141,11.62118452,29.38473839,25.80452684,25.99691442,41.47142793,0.538936051,0.122631684,0.346150049,0.426903462
Epb41,2430.749236,2267.422224,2448.7282,2063.13336,2435.43821,2187.617823,-0.096147126,0.238585716,0.513470674,0.612038823
Gm10300,8.48640631,2.582485449,7.346184599,4.91514797,7.09006757,3.455952327,-0.264021138,0.706529795,0.867957489,0.921919638
Gm13215,0,1.291242725,1.2243641,1.228786992,3.545033785,2.303968218,1.508499071,0.329120198,NA,0.710000146
Ythdf2,395.2240653,435.1487982,422.4056144,414.1012164,444.3109011,353.6591215,-0.047824797,0.701545051,0.865797775,0.92070883
Rps15a-ps4,3.637031276,6.456213623,2.4487282,4.91514797,3.545033785,3.455952327,-0.069227711,0.936833715,NA,1
Gmeb1,65.46656296,148.4929133,89.37857928,101.9893204,77.99074327,132.4781726,0.046372372,0.869926533,0.950312907,0.982542056
Gm28874,6.061718793,7.747456348,2.4487282,1.228786992,5.908389642,10.36785698,0.123183616,0.875575583,NA,0.985265448
Taf12,294.5995333,300.8595548,345.2706761,271.5619253,309.5996172,302.9718207,-0.088989907,0.403796935,0.67564863,0.767809787
Rab42,0,2.582485449,3.673092299,0,0,0,-3.248959591,0.034377915,NA,0.190396366
Snhg12,111.5356258,104.5906607,106.5196767,149.9120131,128.8028942,103.6785698,0.242350292,0.178818221,0.435477897,0.527546535
Snora16a,0,0,0,7.372721954,1.181677928,0,3.629448274,0.040449383,NA,0.213096737
Snora44,2.424687517,6.456213623,3.673092299,4.91514797,1.181677928,3.455952327,-0.390445638,0.646231969,NA,0.902817879
Snora61,4.849375034,9.038699072,4.897456399,8.601508947,3.545033785,5.759920546,-0.066954803,0.922092999,NA,1
Snord99,4.849375034,3.873728174,1.2243641,6.143934962,2.363355857,4.607936437,0.396548244,0.661365106,NA,0.908236813
Trnau1ap,332.1821898,302.1507976,309.7641172,324.399766,301.3278717,267.2603133,-0.082015439,0.480869774,0.732411091,0.820417692
Rcc1,151.5429698,152.3666415,127.3338664,309.6543221,314.3263289,276.4761862,1.062296809,7.91E-15,1.01E-12,1.36E-12
Snhg3,48.49375034,52.94095171,44.07710759,46.69390571,43.72208335,72.57499888,0.168526192,0.492063926,0.741388779,0.828617753
Gm17300,48.49375034,49.06722353,46.52583579,47.9226927,44.90376128,77.18293531,0.242243154,0.351350682,0.631316862,0.728702291
Snora73b,7.274062551,7.747456348,2.4487282,4.91514797,4.726711713,10.36785698,0.205423194,0.77745052,0.90510636,0.947915189
Snora73a,3.637031276,2.582485449,0,1.228786992,1.181677928,3.455952327,-0.07171856,0.949004209,NA,1
Phactr4,927.4429753,936.1509753,901.1319774,887.1842085,958.3407999,976.8825246,0.030159098,0.754169947,0.892170265,0.93855925
Med18,16.97281262,18.07739814,30.60910249,36.86360977,29.54194821,32.25555506,0.584205209,0.085935438,0.275236318,0.34446514
Sesn2,238.8317204,227.2587195,161.6160612,285.0785822,380.5002929,201.5972191,0.466093146,0.039868774,0.163879915,0.210847259
Atpif1,263.0785956,364.1304483,260.7895533,369.8648847,339.1415654,339.8353122,0.241282348,0.14087435,0.377590865,0.462830359
Gm12999,99.4121882,118.7943307,77.13493829,105.6756813,111.0777253,117.5023791,0.181537943,0.354166197,0.63347705,0.731089534
Dnajc8,549.1917226,706.3097703,596.2653166,661.0874019,621.5625903,666.9987992,0.075352021,0.476888658,0.729548501,0.817638553
Ptafr,4.849375034,5.164970898,9.794912798,27.03331383,76.80906534,77.18293531,3.192786836,1.59E-12,1.34E-10,1.80E-10
Eya3,447.3548469,373.1691474,380.777235,378.4663937,453.7643245,435.4499933,0.07755686,0.488858368,0.73898377,0.826141254
Xkr8,141.8442197,167.8615542,203.2444406,143.7680781,151.2547748,180.8615051,-0.10643543,0.474454587,0.727476496,0.815632994
Smpdl3b,6.061718793,9.038699072,14.6923692,15.9742309,38.99537164,49.53531669,1.814783549,0.00012375,0.001784552,0.002384352
Rpa2,71.52828175,67.14462168,86.92985108,89.70145045,70.9006757,63.359126,-0.014389384,0.947330646,0.978980687,1
Themis2,81.22703182,158.8228551,167.7378817,167.115031,362.775124,359.4190421,1.126645065,5.52E-05,0.000902871,0.001207329
Ppp1r8,173.3651575,201.433865,175.0840663,207.6650017,216.2470609,162.4297594,0.09247896,0.494854117,0.743026373,0.830086345
Stx12,378.2512527,326.6844093,394.2452401,421.4739384,419.4956646,463.0976119,0.24590759,0.021914101,0.107489675,0.139730639
Gm13033,1.212343759,7.747456348,1.2243641,3.686360977,10.63510136,6.911904655,1.091478016,0.14364333,0.381670848,0.467712784
Fam76a,344.3056274,433.8575555,421.1812503,415.3300034,340.3232434,420.4741998,-0.027446142,0.821672508,0.927264494,0.9635666
Fgr,33.94562524,61.97965078,102.8465844,380.9239676,703.0983674,752.2456233,3.208097478,7.91E-27,7.67E-24,1.03E-23
Ahdc1,288.5378145,249.2098458,307.315389,330.543701,265.8775339,300.6678525,0.08543594,0.665259465,0.845394538,0.909282759
Wasf2,567.376879,486.7985072,456.6878092,541.8950637,634.5610475,604.7916573,0.237581689,0.012115707,0.069207797,0.090762872
Cd164l2,0,2.582485449,0,1.228786992,0,0,-0.98064888,0.601376215,NA,0.885391385
Map3k6,16.97281262,10.3299418,20.8141897,25.80452684,17.72516893,26.49563451,0.534255584,0.133236935,0.364625359,0.448344017
Sytl1,115.1726571,117.5030879,238.7509995,136.3953562,167.7982658,200.445235,0.098242356,0.684943948,0.85617442,0.915751453
Tmem222,557.6781289,615.9227796,541.1689321,621.7662182,609.745811,503.4170557,0.016628018,0.867008092,0.949304485,0.981414632
Wdtc1,4052.865185,3132.55485,4135.901929,2997.011474,2834.84535,4536.513422,-0.126823697,0.449753575,0.708920518,0.799124289
Slc9a1,339.4562524,307.3157685,275.4819224,278.9346473,360.4117681,326.0115029,0.066595352,0.59875141,0.807701071,0.884744555
Mir5122,1.212343759,0,2.4487282,1.228786992,0,1.151984109,-0.638242579,0.703924126,NA,0.921340953
Tent5b,1.212343759,1.291242725,1.2243641,0,5.908389642,4.607936437,1.512930859,0.153187108,NA,0.486745846
Trnp1,1.212343759,0,2.4487282,6.143934962,0,3.455952327,1.360672477,0.231926682,NA,0.603639157
Kdf1,206.0984389,228.5499623,210.5906252,144.9968651,155.9814865,140.5420613,-0.546622197,4.19E-05,0.000706849,0.000945207
Nudc,995.3342257,1131.128627,1029.690208,1179.635513,1023.333086,988.4023657,0.015910541,0.873095577,0.951718595,0.984151647
Nr0b2,1180.822821,769.5806639,861.9523262,1706.785132,1724.068097,1586.282118,0.834727144,3.60E-06,8.59E-05,0.000114801
Gpatch3,75.16531303,89.095748,74.68621009,95.84538541,90.98920048,104.8305539,0.290085306,0.127415061,0.353572742,0.435537009
Gpn2,347.9426587,291.8208558,281.6037429,289.9937302,259.9691442,245.3726153,-0.214177174,0.068829626,0.237353388,0.299850945
Sfn,10.91109383,11.62118452,19.5898256,27.03331383,18.90684685,39.16745971,1.015253295,0.007869878,0.050859815,0.067041936
Zdhhc18,569.8015665,730.8433821,712.5799061,675.8328458,791.724212,678.5186403,0.092968923,0.377386489,0.653145889,0.747574556
Gm13213,0,0,0,0,0,1.151984109,0.89632001,0.851672203,NA,0.974667659
Pigv,242.4687517,233.7149331,222.8342662,210.1225757,206.7936375,205.0531714,-0.168710937,0.199657426,0.46424341,0.559412578
Arid1a,797.7221931,657.2425468,768.9006547,819.6009239,908.7103269,815.6047493,0.193229471,0.047026318,0.184437451,0.236683579
Rps6ka1,550.4040664,539.7394589,439.5467118,579.9874604,557.7519822,577.1440387,0.165152229,0.125825356,0.351117785,0.432518745
Gm12977,9.698750068,11.62118452,8.570548698,6.143934962,10.63510136,5.759920546,-0.403872886,0.440829563,0.701892056,0.792257274
Hmgn2,474.0264096,481.6335363,718.7017266,513.6329628,476.2162051,481.5293576,-0.186929937,0.243766114,0.519415336,0.618308275
Dhdds,868.0381311,921.9473054,745.6377368,758.1615743,705.4617232,595.5757844,-0.300619874,0.00363395,0.028358137,0.037651401
Zfp683,2.424687517,2.582485449,3.673092299,4.91514797,1.181677928,5.759920546,0.449163074,0.594858143,NA,0.883276442
Crybg2,54.55546913,6.456213623,0,13.51665692,15.36181307,4.607936437,-0.870762288,0.307576315,0.590672966,0.691531789
Cd52,76.37765679,144.6191852,166.5135176,299.8240261,337.9598875,652.0230058,1.73625153,7.71E-10,4.01E-08,5.36E-08
Ubxn11,38.79500027,45.19349536,48.97456399,113.0484033,129.9845721,178.5575369,1.667716394,9.93E-14,1.05E-11,1.41E-11
Sh3bgrl3,132.1454697,240.1711468,215.4880816,379.6951807,471.4894934,681.9745926,1.385005742,2.68E-10,1.55E-08,2.07E-08
Cep85,1831.851419,1632.130804,5057.848096,2297.831676,2005.307444,3150.676539,-0.193198207,0.653002428,0.839016269,0.905030578
Gm13131,2.424687517,0,1.2243641,0,0,0,-2.48872838,0.245559994,NA,0.620495054
Cnksr1,6.061718793,10.3299418,3.673092299,3.686360977,5.908389642,9.215872873,-0.073245596,0.90336558,0.964205163,0.998731537
Zfp593,83.65171934,100.7169325,77.13493829,88.47266345,75.62738741,70.27103066,-0.1578614,0.420323094,0.688271178,0.779676743
E130218I03Rik,81.22703182,95.55196162,72.23748189,79.87115451,74.44570949,69.11904655,-0.155463782,0.427368895,0.693571526,0.784730154
Grrp1,2.424687517,1.291242725,3.673092299,0,4.726711713,5.759920546,0.51581773,0.538766426,0.771108327,0.855032289
Pdik1l,208.5231265,229.841205,239.9753636,186.7756228,187.8867906,206.2051555,-0.222608098,0.072376388,0.245508475,0.309523142
Slc30a2,1.212343759,1.291242725,6.121820499,3.686360977,0,0,-1.265052596,0.328737396,NA,0.709755798
Extl1,283.6884395,192.395166,242.4240918,211.3513627,200.8852478,20.73571396,-0.731558965,0.191578132,0.453451822,0.547067992
Pafah2,2806.575801,2563.116808,3084.173167,2206.901438,2163.652287,1968.740843,-0.415711831,2.18E-07,6.96E-06,9.31E-06
Stmn1,76.37765679,61.97965078,96.72476388,100.7605334,88.62584463,129.0222202,0.436413551,0.015170094,0.081951385,0.107099488
Gm23634,7.274062551,3.873728174,6.121820499,3.686360977,3.545033785,3.455952327,-0.700418303,0.309562495,0.592470767,0.692922266
Paqr7,1609.992511,1522.375172,1681.051909,1500.348918,1141.500879,975.7305405,-0.412528459,0.005583855,0.039382656,0.0520944
Aunip,2.424687517,2.582485449,0,9.830295939,3.545033785,1.151984109,1.533930158,0.182601021,NA,0.533712842
Mtfr1l,2436.810955,2337.149331,2136.515354,2339.610434,2064.391341,1732.5841,-0.171748421,0.07033494,0.241067448,0.304362976
Selenon,35.157969,74.89207803,88.15421518,104.4468944,129.9845721,146.3019819,0.945140355,0.000153936,0.002143683,0.002864271
Man1c1,27.88390645,47.77598081,45.30147169,117.9635513,173.7066555,165.8857117,1.926512108,6.73E-22,3.09E-19,4.13E-19
Ldlrap1,814.6950057,750.212023,808.0803058,777.8221662,744.4570949,707.318243,-0.090772836,0.296862303,0.579767945,0.680190253
Maco1,972.2996943,1089.80886,1251.30011,1172.262791,1102.505507,1223.407124,0.078375873,0.466960168,0.72189604,0.81092974
Rhd,12.12343759,10.3299418,4.897456399,3.686360977,4.726711713,2.303968218,-1.353233829,0.182389547,NA,0.533361986
Tmem50a,2071.895483,2685.784867,1919.802908,2918.369107,2334.995586,2374.239249,0.192066163,0.108683367,0.321426454,0.399145075
Rsrp1,6117.486605,7189.63949,5103.149568,6956.163164,5180.476038,6375.08006,0.007961561,0.956094688,0.981477474,1
Syf2,592.8360979,643.0388768,648.9129729,646.341958,646.3778268,627.8313395,0.027321106,0.729422742,0.879102191,0.929274891
Runx3,4.849375034,5.164970898,1.2243641,12.28786992,12.99845721,17.27976164,1.932924462,0.000651056,0.007056072,0.009400427
Clic4,757.7148491,933.5684899,1100.703326,758.1615743,1007.971273,1165.807918,0.071199843,0.617214649,0.817068387,0.892018056
Srrm1,1003.820632,982.6357134,989.2861926,943.7084102,1032.786509,974.5785564,-0.011873593,0.856899379,0.943703438,0.976604954
Ncmap,36.37031276,27.11609722,28.16037429,43.00754473,20.08852478,14.97579342,-0.237398653,0.608309931,0.812223551,0.887928847
Gm12991,1.212343759,2.582485449,1.2243641,1.228786992,1.181677928,0,-1.064394657,0.565120554,NA,0.869603537
Rcan3,21.82218765,23.24236904,26.93601019,33.17724879,49.63047299,35.71150738,0.720037135,0.007805995,0.050578091,0.066668108
Mir700,0,0,0,1.228786992,0,0,0.896327778,0.705993606,NA,0.921919638
Nipal3,277.6267207,269.8697294,295.071748,191.6907708,235.1539077,171.6456323,-0.494084112,0.000903624,0.009247703,0.012322769
Gm37270,12.12343759,11.62118452,19.5898256,2.457573985,4.726711713,6.911904655,-1.61099169,0.00467644,0.034432982,0.045639769
Stpg1,2.424687517,1.291242725,1.2243641,1.228786992,1.181677928,0,-1.061840662,0.4267969,NA,0.784480127
Grhl3,0,0,1.2243641,0,2.363355857,1.151984109,1.411302049,0.366483443,NA,0.741556288
Ifnlr1,2.424687517,1.291242725,2.4487282,2.457573985,3.545033785,2.303968218,0.422249523,0.664989904,0.845333892,0.909239725
Gm12989,6.061718793,9.038699072,7.346184599,4.91514797,11.81677928,5.759920546,0.00880673,0.988539263,0.994544523,1
Il22ra1,25.45921893,18.07739814,20.8141897,7.372721954,20.08852478,19.58372986,-0.44736132,0.30091383,0.583827741,0.684233852
Myom3,10.91109383,9.038699072,13.4680051,8.601508947,20.08852478,4.607936437,-0.008886404,0.987334628,0.993941149,1
Srsf10,497.060941,560.3993425,527.700927,604.5632003,540.0268133,639.3511806,0.171242085,0.077064199,0.256082446,0.322131664
Pnrc2,946.8404754,1027.829209,909.7025261,900.7008654,928.7988517,921.5872873,-0.067551809,0.371644418,0.648871668,0.743703191
Cnr2,18.18515638,25.82485449,46.52583579,20.88937887,35.45033785,23.03968218,-0.189345537,0.5503421,0.779204747,0.862805363
Fuca1,1714.254075,1610.179678,1973.674929,1829.663832,1789.060384,1529.834897,-0.041819086,0.658059941,0.84157783,0.906780406
Hmgcl,3376.377367,3153.214733,3374.347459,2917.14032,2563.059427,2725.594402,-0.271689552,4.05E-05,0.000686443,0.000917919
Gale,363.7031276,646.912605,384.4503273,391.9830506,300.1461938,246.5245994,-0.571612201,0.021355359,0.105441328,0.137155129
Lypla2,1831.851419,1812.904785,1654.115899,2072.963656,1796.150451,1889.253939,0.119851396,0.180565695,0.438153658,0.530166835
Pithd1,514.0337536,395.1202737,471.3801784,379.6951807,361.5934461,306.427773,-0.400009646,0.001106691,0.010878154,0.014497413
Eloa,626.7817232,513.9146044,674.624619,598.4192653,618.0175565,597.8797527,-0.00199143,0.983645385,0.993073697,1
Gm13008,101.8368757,87.80450527,71.01311779,127.7938472,103.9876577,74.8789671,0.230813061,0.245321822,0.521137142,0.62009469
Rpl11,3845.554402,4799.549207,4057.542627,4944.638857,4119.329258,3845.322956,0.023280459,0.813400368,0.92271498,0.96048425
Id3,734.6803177,579.7679833,1012.549111,652.485893,761.0005858,793.7170512,-0.076406669,0.71793238,0.873706381,0.925402912
E2f2,63.04187544,38.73728174,18.3654615,35.63482278,46.08543921,64.51111011,0.284789977,0.426911335,0.693269045,0.784506639
Asap3,297.0242208,303.4420403,253.4433687,351.4330798,298.9645159,368.6349149,0.255729552,0.040004632,0.164244901,0.211326259
Tcea3,1871.858763,1630.839561,1993.264754,1645.345783,1284.483908,1759.079735,-0.229317172,0.031470735,0.139056178,0.179712836
Zfp46,101.8368757,99.42568979,85.70548698,131.4802082,109.8960473,102.5265857,0.259316786,0.122475892,0.345918069,0.426590532
Hnrnpr,538.2806288,471.3035945,440.7710759,364.9497367,478.579561,452.7297549,-0.161291048,0.138181612,0.373240083,0.457916708
Gm27022,2.424687517,0,2.4487282,2.457573985,2.363355857,2.303968218,0.532740645,0.691008343,NA,0.917774548
6030445D17Rik,0,1.291242725,1.2243641,4.91514797,1.181677928,3.455952327,1.935428271,0.13756454,NA,0.457066357
Luzp1,282.4760957,280.1996712,260.7895533,283.8497952,296.60116,279.9321385,0.063367974,0.651247211,0.838162699,0.904418008
Kdm1a,265.5032831,326.6844093,250.9946405,271.5619253,287.1477366,282.2361067,-0.002105048,0.987462805,0.993941149,1
Ephb2,0,0,4.897456399,6.143934962,0,3.455952327,0.940708134,0.330772734,0.611493445,0.711357791
C1qb,686.1865673,1523.666415,1558.615499,3532.762603,5321.095711,5091.769762,1.887947185,3.46E-13,3.39E-11,4.54E-11
C1qc,769.8382867,1780.623717,1673.705724,3932.118376,5875.30266,5516.851899,1.85926472,1.09E-12,9.56E-11,1.28E-10
C1qa,739.5296927,1714.770338,1340.678689,4502.27554,5167.477581,5538.739597,2.003036325,2.86E-19,9.24E-17,1.24E-16
Zbtb40,109.1109383,125.2505443,127.3338664,121.6499122,151.2547748,202.7492032,0.397408373,0.063577461,0.225526148,0.285829076
Wnt4,25.45921893,41.31976719,37.95528709,28.26210083,34.26865992,36.86349149,-0.069595093,0.811217883,0.922069634,0.960134198
Cdc42,3247.868929,3247.475452,3451.482397,3424.629348,3893.628774,3610.318198,0.135848904,0.048657465,0.18846262,0.241609837
2810405F17Rik,14.5481251,19.36864087,2.4487282,9.830295939,9.453423427,10.36785698,-0.287561874,0.614260837,0.815571248,0.890829021
Rpl31-ps10,0,0,0,0,0,0,0,1,NA,1
Hspg2,252.1675018,299.5683121,319.55903,298.5952392,327.3247861,419.3222157,0.264414072,0.051918894,0.197070431,0.251959972
Usp48,630.4187544,650.7863332,526.4765629,624.2237921,613.2908448,572.5361023,0.002011047,0.986666365,0.993806322,1
Rap1gap,215.797189,272.4522149,95.50039978,277.7058603,248.152365,150.9099183,0.213611709,0.453456634,0.711169322,0.800678535
Rap1gapos,1.212343759,2.582485449,0,2.457573985,0,1.151984109,-0.067929961,0.963287431,NA,1
Alpl,540.7053163,641.7476341,419.9568862,689.3495027,478.579561,564.4722135,0.11270721,0.507850667,0.752758425,0.837953283
Ece1,4673.585189,4246.897321,4206.915047,4007.074382,4274.129067,3991.624938,-0.097217011,0.11100372,0.326133005,0.404632059
Gm13012,1.212343759,0,6.121820499,2.457573985,1.181677928,6.911904655,0.519884395,0.63139133,NA,0.897924539
Eif4g3,1616.05423,1533.996357,1163.145895,1400.817171,1533.817951,1425.004343,0.015641412,0.875235843,0.952713052,0.985041382
2310026L22Rik,4.849375034,3.873728174,12.243641,2.457573985,8.271745498,12.6718252,0.161766977,0.83753878,0.934831073,0.970129683
Hp1bp3,1709.4047,1521.08393,1710.436647,1529.839806,1440.465395,1799.399179,-0.050861349,0.553387636,0.780196358,0.863712864
Sh2d5,9.698750068,5.164970898,7.346184599,11.05908293,2.363355857,2.303968218,-0.515194292,0.511077527,NA,0.839550264
Kif17,6.061718793,1.291242725,1.2243641,2.457573985,0,0,-1.83733081,0.278570839,NA,0.658054006
Ddost,3059.955646,3578.03359,3014.384414,3369.333933,3240.16088,2875.352336,-0.025200652,0.773900714,0.903686914,0.946992199
Pink1,3944.96659,3929.251611,3726.96432,3788.350298,3444.591161,3288.914632,-0.141024028,0.081067169,0.264944941,0.332523528
Mir7019,1.212343759,0,0,0,0,1.151984109,-0.06546619,0.97865826,NA,1
Gm27646,229.1329704,157.5316124,236.3022713,151.1408001,177.2516893,150.9099183,-0.380099248,0.024920731,0.11800321,0.153019844
Cda,96.98750068,143.3279424,61.21820499,117.9635513,63.81060813,86.39880819,-0.168115814,0.531099906,0.766598421,0.850489542
Rpl38-ps1,2.424687517,0,1.2243641,2.457573985,2.363355857,2.303968218,0.945997065,0.489263934,NA,0.826527322
Mul1,756.5025053,812.1916738,928.0679876,716.3828166,732.6403156,638.1991965,-0.258978701,0.003834093,0.029536902,0.039220029
Camk2n1,2944.782989,3102.856267,2901.742916,3880.509322,3227.162422,3279.698759,0.214866497,0.012921819,0.072545955,0.095051959
Ubxn10,0,1.291242725,2.4487282,0,0,0,-2.508208621,0.093677265,0.291212293,0.363628619
Pla2g2d,0,0,0,18.43180489,4.726711713,1.151984109,5.145353226,0.006895433,NA,0.060667852
Pla2g5,0,1.291242725,0,1.228786992,2.363355857,0,1.417636779,0.363474317,NA,0.738616969
Otud3,53.34312537,52.94095171,96.72476388,58.98177564,56.72054056,93.31071284,0.042751008,0.875851951,0.952936865,0.985286367
Rnf186,293.3871896,213.0550496,427.3030708,200.2922798,184.3417568,445.8178502,-0.168768095,0.563607877,0.786624547,0.869246271
Tmco4,500.6979723,379.625361,471.3801784,453.4224002,543.571847,466.5535642,0.113601847,0.323237317,0.603872372,0.703685047
Nbl1,13.33578134,14.20366997,34.28219479,23.34695286,3.545033785,26.49563451,-0.213221457,0.710645258,0.869873666,0.922782893
Micos10,854.7023498,1025.246723,843.5868647,1014.978056,761.0005858,786.8051466,-0.087901455,0.458997016,0.714722624,0.803930965
Capzb,1874.283451,2218.355001,2416.894733,2531.301204,2629.233391,2618.45988,0.25718715,0.004983792,0.03612887,0.047834975
Pqlc2,522.5201599,609.466566,388.1234196,501.3450929,493.941374,397.4345177,-0.126011657,0.402240519,0.674744744,0.766799313
Akr7a5,4868.772534,5238.571734,4727.269789,4807.014714,3951.530992,3813.067401,-0.238920313,0.006982286,0.046448305,0.0613164
AL807811.1,8.48640631,3.873728174,0,1.228786992,0,3.455952327,-1.390642275,0.238463065,NA,0.612038823
Gm25732,0,1.291242725,0,0,0,0,-1.027260033,0.673202348,NA,0.911922416
Gm24245,1.212343759,0,2.4487282,0,0,1.151984109,-1.530080647,0.473125671,NA,0.815033785
